142987.0, -152348.0
189234.0, 123456.0
175632.0, 101234.0
155678.0, -134567.0
-112345.0, 178900.0
120987.0, -100000.0
198765.0, 110345.0
-124578.0, -110987.0
130456.0, 170123.0
-148956.0, 123789.0
175432.0, -192345.0
199876.0, 130456.0
-145678.0, -156789.0
165432.0, -128945.0
-132456.0, 142678.0
120345.0, 160234.0
-114578.0, 154678.0
170987.0, -123456.0
185678.0, 110123.0
-198765.0, 120456.0
137890.0, -146789.0
194567.0, 175432.0
-176543.0, -133456.0
149876.0, -121234.0
-101234.0, 187654.0
189456.0, -198765.0
175678.0, 160987.0
-123456.0, -132456.0
144567.0, -118765.0
193456.0, 165432.0
