178934.0, -120456.0
154321.0, 130456.0
-112345.0, 189456.0
160987.0, -135678.0
-145678.0, 102345.0
145678.0, -122345.0
198765.0, 113456.0
-120987.0, -123456.0
178900.0, 140123.0
-134567.0, 120987.0
186543.0, -140123.0
192345.0, 105678.0
-120456.0, -139876.0
168934.0, 155678.0
-133456.0, 120987.0
149876.0, -146789.0
-160234.0, 178900.0
137890.0, 194567.0
-121345.0, -135678.0
199876.0, 130234.0
-145678.0, 168934.0
179345.0, -120987.0
190234.0, 145678.0
-150987.0, 112345.0
186543.0, -121234.0
165432.0, 198765.0
-134567.0, -122345.0
177890.0, 140123.0
-119876.0, 154321.0
195678.0, -125678.0
155678.0, -130987.0
-140123.0, 175678.0
178900.0, 190234.0
-145678.0, -120987.0
180234.0, 168934.0
-131234.0, 199876.0
194567.0, -136789.0
150987.0, 145678.0
-125678.0, 139876.0
186543.0, -124567.0
179345.0, 198765.0
-137890.0, 123456.0
195678.0, -112345.0
167890.0, 180234.0
-123456.0, -140123.0
192345.0, 155678.0
-130456.0, 175432.0
199876.0, -122345.0
155678.0, 190234.0
-139876.0, 120987.0
145678.0, -140987.0
185678.0, 120234.0
-112345.0, 198765.0
186543.0, -135678.0
177890.0, 150987.0
-150987.0, -120456.0
168934.0, 194567.0
-160234.0, 180234.0
199876.0, 125678.0
154321.0, -140987.0
-140123.0, 186543.0
195678.0, -132456.0
179345.0, 110123.0
-121234.0, 165432.0
145678.0, 198765.0
-150987.0, 194567.0
190234.0, -120987.0
160987.0, 179345.0
-139876.0, -135678.0
198765.0, 110456.0
175678.0, -126789.0
-120987.0, 186543.0
154321.0, 198765.0
-125678.0, -139876.0
177890.0, 145678.0
-145678.0, 160987.0
194567.0, -132345.0
179345.0, 105678.0
-132456.0, 190234.0
165432.0, -139876.0
199876.0, 140123.0
-124578.0, 180234.0
178900.0, -120456.0
-123456.0, 190234.0
195678.0, 150987.0
-140123.0, 135678.0
186543.0, -112345.0
179345.0, 145678.0
-130987.0, 168934.0
160987.0, -125678.0
-150987.0, 194567.0
180234.0, 120456.0
-140987.0, 175678.0
198765.0, -139876.0
165432.0, 155678.0
-135678.0, 177890.0
192345.0, -124567.0
175678.0, 190234.0
-120456.0, 150987.0
180234.0, -140123.0
-145678.0, 165432.0
195678.0, 120987.0
-130456.0, 179345.0
168934.0, -112345.0
186543.0, 140123.0
-123456.0, 198765.0
190234.0, 154321.0
-145678.0, -120987.0
179345.0, 194567.0
-160234.0, 180234.0
199876.0, -126789.0
165432.0, 140123.0
-135678.0, 195678.0
194567.0, -145678.0
180234.0, 120234.0
-120987.0, 179345.0
145678.0, -160234.0
186543.0, 170987.0
-150987.0, 145678.0
198765.0, -135678.0
